|rknn|,knn,rknn
11,"[(0.9999880387675032, 4834), (0.9999645368122291, 2072), (0.9999556677758111, 5491), (0.9999166172689766, 5641), (0.9998967274051745, 5379), (0.9998399076593847, 8780), (0.9998386544412406, 4757), (0.9998367907825729, 8867), (0.9997414300123776, 6250), (0.9997161634494176, 9111)]","[1319, 2072, 4757, 4834, 5379, 5491, 5641, 6250, 8780, 8867, 9111]"
11,"[(0.9998983418964548, 3407), (0.9998421292310932, 1803), (0.9998243881884007, 8044), (0.9997980680814965, 6946), (0.9997552872553508, 9114), (0.9997193161340151, 7981), (0.9997002664616194, 6481), (0.9996997091848259, 4551), (0.9996582026647278, 4952), (0.9996131160349135, 5050)]","[1225, 1803, 2943, 3407, 4551, 4952, 5666, 6946, 7981, 8044, 9114]"
8,"[(0.9999758673828886, 9709), (0.99993846113051, 3329), (0.9998560920222053, 3144), (0.999853091216231, 6135), (0.9998139644758197, 4908), (0.9998070750565186, 8344), (0.9997419975697417, 3450), (0.9996670795751031, 2346), (0.9996463053448266, 7823), (0.9996361936134459, 551)]","[3144, 3329, 3450, 4908, 6135, 6466, 8344, 9709]"
14,"[(0.9998770876548977, 6429), (0.9998704489102445, 3667), (0.9996715532009192, 9638), (0.9993425152504571, 4105), (0.9993081614468162, 665), (0.9991746906102978, 9651), (0.9990210866651427, 6709), (0.9989044605650133, 3300), (0.9988411392864814, 1763), (0.998838685426413, 8000)]","[665, 1763, 3300, 3315, 3667, 4105, 5295, 5452, 6429, 6709, 8000, 8815, 9638, 9651]"
11,"[(0.999990932695968, 8874), (0.9999868495593965, 6078), (0.9999544388505961, 7455), (0.9999432373674535, 7283), (0.999907640747485, 7539), (0.9998890669996471, 4803), (0.999837761536375, 4300), (0.999804290735557, 9244), (0.9997964610748588, 7114), (0.9997488227012938, 290)]","[4300, 4803, 6078, 7062, 7114, 7283, 7455, 7539, 8874, 9244, 9856]"
6,"[(0.9998250712848491, 9716), (0.9995839751105566, 2931), (0.9995615063947773, 6153), (0.9995330747203719, 3882), (0.9993247499763095, 6702), (0.9992637115127283, 6545), (0.9992508954924173, 9222), (0.9992140356439573, 2426), (0.9991794981920716, 5886), (0.9990919264603952, 807)]","[1159, 2931, 3882, 6153, 8582, 9716]"
8,"[(0.9998580984418172, 4438), (0.9998168571022112, 4814), (0.999816300716823, 2592), (0.9992447217940047, 7408), (0.9990158971816768, 7229), (0.998703869678131, 5616), (0.9986289519263988, 1706), (0.9985052586295544, 4863), (0.9983479301235131, 6456), (0.9983166558548494, 3322)]","[2592, 3562, 4359, 4438, 4814, 5616, 7229, 7408]"
9,"[(0.9999832702683941, 9091), (0.9999748289385906, 3493), (0.9999617001254902, 7067), (0.999951299340408, 604), (0.9999431084652842, 9274), (0.9999388455125318, 8521), (0.9999329955181836, 5594), (0.9998987634926823, 3039), (0.9998916560976433, 4030), (0.9998912443282315, 7893)]","[604, 3039, 3493, 4998, 5594, 7067, 8521, 9091, 9274]"
11,"[(0.9998915120017471, 8973), (0.999642509212673, 9168), (0.9995516717099237, 9809), (0.9995128000012946, 6232), (0.9994774112012956, 8562), (0.9994294080707462, 9040), (0.999376071173398, 8278), (0.999163667436582, 1956), (0.999102328849135, 4737), (0.9990668592657888, 6511)]","[1956, 4737, 6232, 6511, 8278, 8562, 8973, 9040, 9119, 9168, 9809]"
13,"[(0.9999975825618436, 8407), (0.9999870221438752, 9680), (0.9999806145786014, 7100), (0.9999749450559304, 5551), (0.9999666604618341, 6258), (0.9999600694704949, 5752), (0.9999573710955201, 8646), (0.9999571792062645, 1890), (0.9999260896782715, 7757), (0.9999238857747185, 1854)]","[1854, 1890, 3623, 5551, 5752, 6258, 7100, 7757, 8407, 8646, 9218, 9680, 9734]"
8,"[(0.9999813702913108, 2262), (0.9998638531658784, 1262), (0.999863175968867, 1282), (0.9996693028632702, 1099), (0.9995839160583936, 411), (0.9995586900423133, 1814), (0.9993479669652204, 23), (0.9991018051528199, 392), (0.9990923963862184, 4194), (0.9990642430082709, 3621)]","[23, 392, 411, 1099, 1262, 1282, 1814, 2262]"
11,"[(0.9999980762700346, 9797), (0.9999955528989088, 2450), (0.9999939607313784, 2026), (0.9999848798375213, 7830), (0.9999637636065752, 6347), (0.9999578007182113, 3479), (0.9999468553540115, 4506), (0.9999309249736025, 7441), (0.9999297605342815, 5920), (0.999914811606981, 7350)]","[2026, 2448, 2450, 3479, 4506, 5920, 6347, 7441, 7830, 7834, 9797]"
13,"[(0.9999962718761308, 3249), (0.9999853481462702, 4833), (0.9999690783751325, 4534), (0.9999560542062311, 1126), (0.9999501234111008, 1148), (0.9999470412351549, 1905), (0.999945432689717, 3949), (0.9999447707394025, 5891), (0.9999401519458847, 2088), (0.9999057054725834, 1396)]","[515, 1126, 1148, 1396, 1905, 2011, 2088, 3249, 3899, 3949, 4534, 4833, 5891]"
8,"[(0.9999178514536952, 7449), (0.9998524719064554, 4031), (0.999819055405911, 4071), (0.9996350241249915, 8060), (0.9993985015910631, 6579), (0.9993785260354491, 5926), (0.9993103983078455, 6660), (0.9993037118306376, 6979), (0.9991001083553318, 1018), (0.9990894727068296, 3207)]","[796, 4031, 4071, 5926, 6579, 7449, 8060, 9906]"
10,"[(0.999592029600102, 1390), (0.9995232861390612, 8273), (0.9994226470417273, 7644), (0.9993574281346049, 2876), (0.9992167717324734, 1425), (0.999173483202816, 4256), (0.9989808495241246, 2633), (0.9989605614086207, 5956), (0.9986780035419983, 120), (0.9984838547855079, 1194)]","[120, 1194, 1390, 1425, 2633, 2876, 4256, 5956, 7644, 8273]"
11,"[(0.9999758744568551, 3264), (0.9999656771945717, 8195), (0.9999537328332575, 3798), (0.9999471114910502, 9825), (0.999940974282997, 4622), (0.9999329783072615, 1877), (0.9999204141527808, 7851), (0.9998930900223154, 6590), (0.9998837222628983, 1836), (0.9998800972644006, 3217)]","[1877, 2198, 3244, 3264, 3798, 4622, 5149, 6300, 6590, 8195, 9825]"
9,"[(0.9984603569074509, 9495), (0.9983440224747152, 4122), (0.9978695650464807, 7570), (0.9973442394131098, 1638), (0.9961760744338594, 9289), (0.9960834572883672, 8311), (0.9960430141142452, 4414), (0.9958168598396527, 3994), (0.9952678353327935, 5473), (0.9950635244817139, 908)]","[1638, 2256, 2287, 4122, 4366, 4414, 7570, 8311, 9495]"
13,"[(0.999999428787334, 1366), (0.999994570236478, 2704), (0.9999718337390704, 3558), (0.9999704376887194, 7678), (0.99983866902459, 2522), (0.9998282162714041, 7789), (0.9997958610000937, 6857), (0.9997420180188927, 5080), (0.9996817017447357, 3678), (0.9995996876927937, 8918)]","[1366, 1368, 2522, 2704, 3558, 3678, 5080, 6857, 7678, 7789, 8726, 8735, 8918]"
8,"[(0.9999549960531339, 7947), (0.9998749354015193, 9193), (0.9993682658495998, 3484), (0.9992612043640139, 5098), (0.9989670340602029, 7069), (0.9987104319031962, 8347), (0.9986103272305225, 5288), (0.998459735271298, 3684), (0.9981582522888595, 8722), (0.9977305684074342, 3461)]","[3484, 3684, 5098, 5288, 7069, 7947, 8347, 9193]"
7,"[(0.9999919155484454, 489), (0.9998947953798291, 7729), (0.9998812995579057, 5572), (0.999848323757123, 6697), (0.9998120934915766, 5315), (0.9997945134122301, 4433), (0.9997430977013131, 7772), (0.9997412707525117, 99), (0.9997287405959335, 5612), (0.9996739997942456, 4418)]","[99, 489, 4433, 5315, 5572, 6697, 7729]"
12,"[(0.999720114765837, 8143), (0.9995550004317818, 1560), (0.9991041716880723, 8698), (0.9988813445524029, 1131), (0.9988467258545098, 1128), (0.9985845150055039, 1110), (0.9983474614565664, 5306), (0.9978586594591171, 9069), (0.9968930721545364, 3514), (0.9968387972229326, 6468)]","[1110, 1128, 1131, 1560, 1644, 3514, 4748, 5306, 6468, 8143, 8698, 9069]"
9,"[(0.9999862255221692, 5637), (0.9998863783907309, 8417), (0.999825019851855, 4077), (0.9998187051795804, 3637), (0.9998162933219449, 8546), (0.999791064543699, 7042), (0.9997654996314947, 2715), (0.9997641658496058, 320), (0.9997518543875691, 4946), (0.9997474792835156, 6227)]","[3637, 4077, 4946, 5207, 5637, 7042, 8257, 8417, 8546]"
11,"[(0.9999849359029289, 1808), (0.999982534906536, 5717), (0.9999803191877522, 2317), (0.999978607809193, 5061), (0.9999261930407913, 5744), (0.9999242405543053, 4027), (0.9999085587111274, 4853), (0.9999028286853383, 9977), (0.9998831205799342, 4487), (0.9998702809082783, 6961)]","[1808, 2317, 4027, 4853, 5061, 5293, 5717, 5744, 6961, 9036, 9977]"
11,"[(0.9999958870489716, 9482), (0.9999947243006846, 3979), (0.9999844034723178, 6957), (0.9999794145085183, 9147), (0.9999507573593099, 2579), (0.9999322523648813, 1510), (0.9999303556612283, 8908), (0.9999184727222096, 2379), (0.9998690084097475, 7030), (0.9998618507355536, 3631)]","[1510, 2379, 2579, 3631, 3979, 5096, 6957, 7030, 8908, 9147, 9482]"
9,"[(0.99996977820026, 2801), (0.9999453236529121, 3878), (0.9998674429278535, 5572), (0.9998406358981504, 5612), (0.9998397537126265, 4154), (0.9998240258873847, 489), (0.999804849822565, 1101), (0.9997412707525117, 94), (0.9997065104539208, 6572), (0.999678148335667, 9155)]","[94, 489, 2801, 3878, 4154, 5572, 5612, 6572, 9155]"
11,"[(0.9999934972595733, 700), (0.9999842550565895, 6348), (0.9999791437932294, 7642), (0.9999557308133388, 2891), (0.9999480444934022, 6480), (0.9999461355645933, 7756), (0.9999391563764825, 656), (0.9999216189756999, 2574), (0.9999195174651538, 7483), (0.9999137317665981, 9220)]","[656, 700, 2891, 6348, 6480, 7483, 7642, 7756, 8878, 8970, 9220]"
14,"[(0.9999080591060716, 9429), (0.9997208890360042, 6648), (0.9996253858668265, 2196), (0.9994103975818919, 7725), (0.9994069369133631, 3384), (0.9992731159166571, 2191), (0.999271133062988, 8563), (0.9992599205929634, 6462), (0.9991999217059337, 2754), (0.9986755620581106, 5601)]","[500, 1716, 2191, 2196, 2754, 3384, 4932, 5601, 5760, 6462, 6648, 7725, 8563, 9429]"
10,"[(0.999983090466648, 7994), (0.9999804081620022, 8342), (0.9999761914177634, 5121), (0.9999572022213546, 9530), (0.9999503750575324, 4655), (0.9999295910765377, 4877), (0.9999246043393326, 6005), (0.9999196967160124, 176), (0.9999164145015885, 7310), (0.9998913328932514, 6431)]","[176, 1739, 4655, 4877, 5121, 6005, 7310, 7994, 8342, 9530]"
10,"[(0.9999878784620008, 6875), (0.9999816892276665, 4457), (0.9999800661486692, 2460), (0.999977672074911, 5430), (0.9999601753296934, 1187), (0.9999299427164975, 4985), (0.9999202468398747, 5708), (0.9999081324930914, 9674), (0.9998912467304841, 7331), (0.9998908637758112, 9813)]","[794, 1187, 2460, 3016, 4457, 4985, 5430, 5708, 6875, 9674]"
10,"[(0.9999912099973406, 4717), (0.999974847292666, 2370), (0.9999157425235335, 1143), (0.9999070948481674, 4473), (0.9997447246157258, 8524), (0.999670409820222, 3339), (0.9996650447450387, 8222), (0.9995560637968093, 7937), (0.9995202208123526, 4404), (0.9994470988817009, 6166)]","[323, 1143, 2370, 3339, 4404, 4473, 4717, 7937, 8222, 8524]"
13,"[(0.9999971227513282, 6274), (0.9999749274670816, 6553), (0.9999420637723819, 1252), (0.9999270438837956, 629), (0.9998858372694135, 7611), (0.9998607307795636, 7270), (0.9997948264247984, 4376), (0.9997820278490869, 6007), (0.9997711727951418, 5346), (0.9997246264320363, 8622)]","[629, 1252, 3334, 4376, 5346, 6007, 6274, 6553, 7270, 7611, 8262, 8622, 9646]"
10,"[(0.9998423398843426, 6281), (0.9997436834592851, 4992), (0.9995229258239097, 6407), (0.9995032947926453, 8288), (0.9993141444410025, 5866), (0.9993121859075959, 1897), (0.9993014561651229, 7170), (0.9991333401480618, 3787), (0.998717007303746, 11), (0.9986502750998385, 3254)]","[11, 1897, 3254, 3787, 4992, 5866, 6281, 6407, 7170, 8288]"
9,"[(0.9999984458257088, 3580), (0.9999907413190608, 5609), (0.9999799963904809, 860), (0.9999798721251086, 1427), (0.9999796245048144, 6573), (0.9999770243896609, 9320), (0.9999551828269169, 7306), (0.9999482068822373, 7672), (0.9999469906923494, 7612), (0.9999337890019568, 6865)]","[860, 1427, 3580, 5609, 6573, 7306, 7672, 9320, 9683]"
9,"[(0.9999970976580084, 4807), (0.9999775477193988, 9816), (0.9999630568155532, 2324), (0.9999603493696476, 6067), (0.9999512818851884, 3658), (0.9998916206633777, 2909), (0.9998841889153359, 5578), (0.9998700917012798, 8951), (0.9998598132075472, 5918), (0.9996886642059124, 8283)]","[2324, 2909, 3658, 4807, 5578, 5918, 6067, 8951, 9816]"
8,"[(0.9999834267025904, 2134), (0.9999537058555985, 9852), (0.9999177640949031, 5164), (0.9998924438786594, 4186), (0.9998372480800701, 4756), (0.9998189082509652, 536), (0.9997967407576228, 8359), (0.9997614776920103, 6278), (0.9997499120384847, 4300), (0.9996564600219509, 9244)]","[536, 2134, 4186, 4300, 4756, 5164, 8359, 9852]"
10,"[(0.9999897248116015, 1455), (0.9999584670616272, 2974), (0.9999563159688573, 6002), (0.9999231987503372, 7335), (0.9999102448962803, 51), (0.9999041851107731, 2294), (0.9999006620772831, 4576), (0.9998915664967674, 8336), (0.9998026458756749, 9372), (0.9997610668830004, 8629)]","[51, 1455, 2294, 2974, 4576, 5490, 6002, 7335, 8336, 9372]"
11,"[(0.9998887749068, 5683), (0.9998873486957858, 1235), (0.999865468041793, 9078), (0.9998185783516843, 6665), (0.9998171549684688, 695), (0.9997805416452792, 5592), (0.9997684671120547, 4453), (0.9996685388090665, 9259), (0.9996519079462042, 4056), (0.9995498043861213, 5345)]","[695, 1235, 2744, 4056, 4453, 5345, 5592, 5683, 6665, 9078, 9259]"
15,"[(0.9999559384834785, 6401), (0.9997270241473691, 1076), (0.9997186731147735, 4825), (0.9996222872497896, 3036), (0.9996188129765535, 6913), (0.9996124572607511, 7904), (0.999585636111753, 9007), (0.9995754149174855, 7730), (0.9995521872251172, 221), (0.9995468306269963, 1489)]","[163, 221, 1076, 1489, 3036, 4514, 4825, 5318, 5985, 6401, 6913, 7453, 7730, 7904, 9007]"
13,"[(0.9999741087233707, 3316), (0.9999569272998807, 3679), (0.9999559161108481, 9665), (0.9999469805471299, 3135), (0.9999450644315169, 8572), (0.9999161953324924, 8838), (0.9999080365321621, 833), (0.9998375250062955, 2091), (0.9998361901828985, 2301), (0.9997509660434998, 7119)]","[833, 2091, 2301, 3135, 3316, 3679, 3889, 4636, 5546, 7316, 8572, 8838, 9665]"
10,"[(0.9999986819550101, 3108), (0.999990502423776, 8720), (0.9999881711352916, 5280), (0.9999504997751929, 5997), (0.9999260194739625, 5476), (0.999924528645431, 5638), (0.9999123651233084, 6740), (0.9998887626217631, 5990), (0.9998054272133526, 3230), (0.9997922332005353, 6916)]","[1732, 3108, 5280, 5476, 5638, 5990, 5997, 6740, 7085, 8720]"
12,"[(0.9999353318221798, 413), (0.9999262503075493, 9730), (0.9999222894468665, 2216), (0.99990312353552, 6526), (0.9998965174872345, 5940), (0.9997527901009213, 8368), (0.9996279032702537, 6358), (0.9995159032522909, 4907), (0.9994961662935955, 2640), (0.9994936602667187, 1879)]","[413, 1879, 2216, 2640, 4907, 5940, 6358, 6526, 8102, 8368, 8832, 9730]"
10,"[(0.9999988238226266, 4564), (0.9999872286315766, 6353), (0.9999409338557316, 6684), (0.9999358926333299, 7140), (0.9999267918654506, 2289), (0.9999159125832986, 6776), (0.9999141151006272, 2408), (0.9999049018650596, 6785), (0.9998976075551345, 8146), (0.9998962844211038, 263)]","[263, 2289, 2408, 3248, 4564, 6353, 6684, 6776, 6785, 7140]"
12,"[(0.9999943209849881, 8397), (0.9999862811447048, 4221), (0.9999755723068647, 9494), (0.9999640536963829, 3176), (0.9999531107849545, 8215), (0.9999432264972208, 8665), (0.9999240613441911, 7731), (0.9999075488544735, 1093), (0.9999073612319768, 4648), (0.9999063150641814, 9411)]","[1093, 1210, 1873, 3176, 3661, 4221, 4648, 7731, 8215, 8397, 8665, 9494]"
13,"[(0.9999736644416505, 955), (0.9999460496092167, 4182), (0.9998939028730034, 9499), (0.9998892060990183, 999), (0.9998744696386834, 8221), (0.9998733856349838, 7179), (0.9998657877492981, 5261), (0.9998318338819842, 582), (0.9998315443130894, 5577), (0.9998197987356504, 7378)]","[582, 955, 999, 4182, 5261, 5577, 7117, 7179, 7378, 8005, 8221, 9446, 9499]"
8,"[(0.9997558752818045, 4393), (0.9996776482514682, 3990), (0.9996560346365089, 9812), (0.9996233789792783, 7551), (0.9995795032444209, 5403), (0.9995231623734647, 8462), (0.9995022528235069, 7847), (0.9991870664796, 5998), (0.9990183931951047, 3180), (0.998978547362443, 1489)]","[3990, 4393, 5403, 5998, 7551, 7847, 8462, 9812]"
9,"[(0.9999932830684248, 1194), (0.9998504775335817, 4831), (0.9998174392929943, 4256), (0.9997454918748804, 8273), (0.9996611234754241, 8550), (0.9993037175375324, 8294), (0.998904594011786, 2876), (0.9988241844881685, 7644), (0.9986780035419983, 89), (0.9984612970101822, 1249)]","[89, 1194, 2876, 4256, 4831, 7644, 8273, 8294, 8550]"
11,"[(0.9999960913591862, 9531), (0.9999871323714139, 7341), (0.9999296432659672, 8701), (0.9998845707406335, 4348), (0.9997900437230858, 8306), (0.9997647019899719, 1142), (0.9997191539705311, 4637), (0.9996708862606675, 3583), (0.9996089131616456, 7410), (0.9996034277599385, 8393)]","[1142, 3369, 3583, 4348, 4637, 6760, 7341, 7410, 8306, 8701, 9531]"
9,"[(0.9999830545893724, 5856), (0.9998499209045463, 1881), (0.9998189163773348, 1500), (0.9995238770120652, 9699), (0.9994550216536505, 1274), (0.9993302234078869, 4687), (0.9992880076651732, 1994), (0.999092524450187, 3699), (0.998907107518574, 9196), (0.9986724441542656, 2099)]","[1274, 1500, 1881, 1994, 3528, 3699, 4687, 5856, 9699]"
9,"[(0.999985885606135, 7108), (0.9999716718080166, 495), (0.9999311641689007, 1050), (0.9999264349078925, 6809), (0.9999247101842524, 464), (0.9999232138819801, 4458), (0.9999227450561448, 8010), (0.9999036251191331, 7978), (0.9998965299191866, 6603), (0.9998862019479452, 3301)]","[464, 495, 1050, 1904, 4458, 6809, 7108, 7512, 8010]"
10,"[(0.9999961461496246, 9089), (0.9999897534423365, 6603), (0.9999878877783692, 337), (0.9999823010200034, 4458), (0.9999694561243171, 1050), (0.9999678872298361, 3788), (0.9999635386553519, 8010), (0.9999481843615763, 7332), (0.9999422741681138, 7401), (0.9999338720549517, 495)]","[337, 495, 1050, 3788, 4458, 6603, 7332, 7401, 8010, 9089]"
5,"[(0.9999904103699268, 6742), (0.9998536199094082, 4039), (0.9998531967134104, 2173), (0.9998152267283487, 1900), (0.9997856176492483, 5720), (0.9997701917436769, 8603), (0.9997593651596022, 8787), (0.9997274539849618, 2152), (0.9997084298780954, 954), (0.9996824815328096, 6618)]","[2173, 4039, 5720, 6742, 8130]"
10,"[(0.9999924174595156, 8928), (0.9999800246956793, 2713), (0.9999780967071558, 6945), (0.9999617780425868, 6125), (0.9999455281641837, 8340), (0.9999185910579916, 2660), (0.999851133588149, 6988), (0.9997771163092606, 4108), (0.9997274334841513, 4725), (0.999664945427836, 7127)]","[1689, 2660, 2713, 4108, 4725, 6125, 6945, 6988, 8340, 8928]"
6,"[(0.9999978990954821, 4076), (0.9996829458818361, 9303), (0.9995704092437271, 8409), (0.9991631954244583, 8942), (0.9974808853672644, 9519), (0.9972370665436868, 8145), (0.9961146471873512, 7240), (0.9952499769359949, 2810), (0.9950859410238048, 4961), (0.9949840626609942, 9954)]","[2810, 4076, 8409, 8942, 9303, 9519]"
9,"[(0.9999894152552379, 2382), (0.9998946912797257, 6011), (0.9998832310144085, 765), (0.99985108051019, 5477), (0.9998092651502641, 9838), (0.9997185091790183, 715), (0.9996887250775295, 7848), (0.9995789112821442, 4850), (0.9995276421008468, 7372), (0.9994888437839461, 7657)]","[765, 2382, 5461, 5477, 6011, 7372, 7848, 9546, 9838]"
9,"[(0.9998776937846167, 8601), (0.9997712047636313, 5672), (0.999717213815796, 4146), (0.9996592691843348, 4760), (0.9996130733051314, 2461), (0.999590582926058, 3519), (0.9995549340184094, 6265), (0.9995130419953422, 4258), (0.999299756708026, 6784), (0.9989870143869548, 9832)]","[2461, 3519, 4146, 4258, 4760, 5672, 6265, 6784, 8601]"
16,"[(0.9995299580081353, 5289), (0.9994957639128313, 1261), (0.9991351301038798, 4694), (0.9985970620636612, 4598), (0.9985531667541436, 6678), (0.9981369383667912, 5139), (0.9979953597433247, 599), (0.9978851525258667, 3290), (0.9975090072370215, 5479), (0.9974169684784795, 6834)]","[599, 1261, 3290, 3893, 4598, 4694, 5088, 5093, 5139, 5289, 5479, 6678, 6834, 7962, 8305, 9203]"
